lm_0,lm_1,lm_2,lm_3,lm_4,lm_5,lm_6,lm_7,lm_8,lm_9,lm_10,lm_11,lm_12,lm_13,lm_14,lm_15,lm_16,lm_17,lm_18,lm_19,lm_20,lm_21,lm_22,lm_23,lm_24,lm_25,lm_26,lm_27,lm_28,lm_29,lm_30,lm_31,lm_32,lm_33,lm_34,lm_35,lm_36,lm_37,lm_38,lm_39,lm_40,lm_41,lm_42,lm_43,lm_44,lm_45,lm_46,lm_47,lm_48,lm_49,lm_50,lm_51,lm_52,lm_53,lm_54,lm_55,lm_56,lm_57,lm_58,lm_59,lm_60,lm_61,lm_62,label
0.0,0.0,0.0,0.071930856,-0.055711627,-0.036749728,0.1100803,-0.17586356,-0.043456763,0.0583691,-0.25775242,-0.04649556,-0.0031672716,-0.26920778,-0.048839733,0.08090696,-0.31979996,-0.012305762,0.08549538,-0.44451177,-0.027473526,0.08079311,-0.5228462,-0.043820303,0.07245478,-0.59015644,-0.05726223,0.028744817,-0.32986724,-0.01085734,0.034487784,-0.46299273,-0.021431036,0.03373307,-0.5535958,-0.037807524,0.030373633,-0.62691665,-0.050910853,-0.016214758,-0.31176224,-0.015019162,-0.015521795,-0.43370917,-0.027774809,-0.011415571,-0.51400614,-0.044602253,-0.011135519,-0.57868826,-0.057009418,-0.061612427,-0.27149558,-0.023563938,-0.061332777,-0.3594646,-0.03663876,-0.057053715,-0.41857833,-0.044150185,-0.05453925,-0.47144097,-0.050020132,A
0.0,0.0,0.0,0.071201116,-0.058917582,-0.03308502,0.10789701,-0.17660683,-0.03953261,0.05609557,-0.25593042,-0.04321595,-0.0033939779,-0.2654124,-0.04647785,0.079291075,-0.32094982,-0.010912176,0.08513859,-0.4456764,-0.026872905,0.08000687,-0.5227448,-0.04362521,0.07069376,-0.5874039,-0.05709498,0.02696696,-0.3309863,-0.011669815,0.03441748,-0.46412355,-0.023023482,0.033876866,-0.5534365,-0.03942894,0.030464292,-0.62518775,-0.05232083,-0.018173426,-0.3132714,-0.017714942,-0.01640603,-0.43768096,-0.030682327,-0.011534691,-0.5171909,-0.046588827,-0.010453969,-0.581143,-0.058369983,-0.06388298,-0.27232635,-0.02782509,-0.06336984,-0.35955843,-0.040379945,-0.05745633,-0.4191496,-0.046945713,-0.05272746,-0.47220534,-0.052196946,A
0.0,0.0,0.0,0.07094735,-0.059179246,-0.030634644,0.10695684,-0.17721868,-0.036161136,0.056075573,-0.25764894,-0.03946567,-0.003097713,-0.267803,-0.042562433,0.07886678,-0.3191973,-0.008603773,0.08461264,-0.44313714,-0.023782035,0.08055994,-0.5190221,-0.04007022,0.07273209,-0.58268046,-0.053459886,0.02691561,-0.32851362,-0.010416852,0.03358239,-0.4613223,-0.02159161,0.033119887,-0.54984486,-0.038144518,0.029839158,-0.6214491,-0.05139631,-0.017663658,-0.3107701,-0.017324919,-0.016518474,-0.43439704,-0.030519433,-0.011922181,-0.51351154,-0.046888944,-0.011368811,-0.5776961,-0.059172474,-0.062725484,-0.27057362,-0.028021771,-0.062324315,-0.35748005,-0.041198872,-0.05723411,-0.4174279,-0.048546072,-0.053630292,-0.4712233,-0.054521367,A
0.0,0.0,0.0,0.0728513,-0.057502687,-0.03340656,0.11155999,-0.17558223,-0.03914422,0.06282398,-0.2585907,-0.041925862,0.002318114,-0.2687887,-0.044309974,0.08288339,-0.31726262,-0.008294919,0.08913568,-0.43899012,-0.022621317,0.0847958,-0.51354903,-0.038704183,0.07666451,-0.5768217,-0.052159864,0.031434983,-0.327276,-0.00803313,0.038967222,-0.4576921,-0.018349374,0.038345635,-0.54507744,-0.035054367,0.034648955,-0.6159173,-0.04862356,-0.012937158,-0.30985868,-0.0131894145,-0.010888606,-0.42998657,-0.025938813,-0.0060262084,-0.5081089,-0.043175563,-0.005565703,-0.5711439,-0.056125224,-0.05791518,-0.2702757,-0.022346929,-0.056556612,-0.35666746,-0.03522849,-0.051332504,-0.41531605,-0.043238867,-0.048041403,-0.46794307,-0.04983397,A
0.0,0.0,0.0,0.07316893,-0.056303978,-0.03331432,0.111846805,-0.17569995,-0.0387309,0.062782735,-0.25802648,-0.04124102,0.0018463135,-0.26716155,-0.043205127,0.08041957,-0.31744993,-0.008340263,0.085874826,-0.43773127,-0.022324448,0.081406295,-0.5123825,-0.037910715,0.07342926,-0.57575834,-0.051184736,0.029166728,-0.3266486,-0.008287358,0.036160022,-0.45506144,-0.01841962,0.03655541,-0.54278463,-0.034573775,0.033851415,-0.61373675,-0.047849964,-0.0151569545,-0.30802837,-0.01370866,-0.013538837,-0.4281978,-0.026810799,-0.00834924,-0.5045494,-0.043882072,-0.007555127,-0.56619096,-0.056639597,-0.05967304,-0.26701885,-0.02315036,-0.058960155,-0.3521525,-0.036856167,-0.05378917,-0.4103253,-0.045449432,-0.05056998,-0.4628888,-0.052410204,A
0.0,0.0,0.0,0.07111347,-0.05886358,-0.036384143,0.11335248,-0.17596579,-0.04397678,0.06676978,-0.2594295,-0.04795996,0.0039406717,-0.27171844,-0.051250525,0.07999265,-0.3171029,-0.0122952545,0.0871692,-0.43774414,-0.027311865,0.08397937,-0.5127564,-0.043707132,0.07752642,-0.5779675,-0.057162374,0.028621495,-0.32641903,-0.01083714,0.03616807,-0.45504513,-0.020864705,0.036714733,-0.5425191,-0.036751382,0.034475625,-0.61385036,-0.049663115,-0.015449494,-0.3077399,-0.014880654,-0.013802588,-0.42644382,-0.026828196,-0.009100974,-0.50366676,-0.042644594,-0.008373171,-0.5664289,-0.054519467,-0.059579328,-0.2672562,-0.023295034,-0.059242636,-0.35377076,-0.035102725,-0.055033147,-0.41192764,-0.04163054,-0.05275333,-0.4638795,-0.0469289,A
0.0,0.0,0.0,0.07373595,-0.055817187,-0.036690086,0.117275566,-0.1761688,-0.044054087,0.07619074,-0.26517332,-0.047867894,0.013365984,-0.2801348,-0.05136946,0.08033526,-0.31610313,-0.0147866355,0.088986844,-0.43777746,-0.03107696,0.086848974,-0.5141375,-0.04814825,0.08153111,-0.58005106,-0.0619683,0.029640734,-0.32569537,-0.013528329,0.03668344,-0.45665926,-0.025222838,0.036830544,-0.54696476,-0.041629512,0.03441608,-0.6199547,-0.05483367,-0.0144479275,-0.30739313,-0.017727612,-0.013050228,-0.42864215,-0.031155491,-0.008518815,-0.508374,-0.047508135,-0.0076773465,-0.5725039,-0.05978405,-0.05972743,-0.26790583,-0.026258929,-0.05920659,-0.35586354,-0.03972279,-0.054593384,-0.4162534,-0.047519557,-0.051935017,-0.4702236,-0.05379201,A
0.0,0.0,0.0,0.07489729,-0.05734861,-0.037470076,0.12139839,-0.17209661,-0.04588113,0.08838558,-0.26187932,-0.051203866,0.031288236,-0.29505828,-0.05608161,0.07812679,-0.31303936,-0.014336847,0.08919096,-0.43392384,-0.0332305,0.08825329,-0.5098544,-0.052140154,0.08488673,-0.57638603,-0.06676191,0.027347505,-0.32283652,-0.012649959,0.034486204,-0.45493585,-0.027187606,0.03411314,-0.5452421,-0.04576527,0.03178054,-0.61924016,-0.06022862,-0.017105341,-0.3057631,-0.016651934,-0.015725017,-0.42654103,-0.032195754,-0.013849258,-0.5054406,-0.049250945,-0.014561087,-0.5706109,-0.061823,-0.06265664,-0.26757556,-0.025012515,-0.06296168,-0.3536179,-0.03975392,-0.06037715,-0.41169268,-0.04815633,-0.05875963,-0.46488726,-0.05456624,A
0.0,0.0,0.0,0.076462686,-0.05624044,-0.036144424,0.12582478,-0.16793442,-0.0434091,0.102395624,-0.25675708,-0.04785117,0.04793331,-0.29031378,-0.051784832,0.07231498,-0.3119231,-0.010777377,0.08407438,-0.43128887,-0.028629074,0.08301449,-0.5055454,-0.04713667,0.07954311,-0.57033426,-0.061412815,0.022610873,-0.32121336,-0.009237396,0.030732065,-0.4533732,-0.02320605,0.030414104,-0.5423647,-0.04188609,0.02734664,-0.6150596,-0.056333087,-0.021356136,-0.30465603,-0.013397205,-0.019228578,-0.42473334,-0.028399268,-0.017541558,-0.50141954,-0.045493096,-0.018985987,-0.56493735,-0.058059458,-0.06633708,-0.26711196,-0.021796232,-0.06652635,-0.3523861,-0.03559018,-0.06384812,-0.4094329,-0.04385518,-0.061878145,-0.46283874,-0.05033863,A
0.0,0.0,0.0,0.07568616,-0.05460316,-0.039347596,0.12488055,-0.1639837,-0.048017338,0.10667023,-0.25319755,-0.053144395,0.054380417,-0.29098976,-0.057357885,0.071039766,-0.3090006,-0.013226604,0.08187026,-0.42748636,-0.031832024,0.07983345,-0.5011802,-0.05110627,0.07515919,-0.5663504,-0.06587009,0.021882921,-0.31872222,-0.009860627,0.0304707,-0.45128304,-0.024402333,0.02990079,-0.53948766,-0.04342102,0.026646882,-0.61262214,-0.058125798,-0.022041291,-0.30319214,-0.012504612,-0.01879263,-0.42192382,-0.027843231,-0.01707688,-0.49784374,-0.04501402,-0.01854667,-0.56109965,-0.057656735,-0.06718457,-0.26705784,-0.019698398,-0.06602247,-0.35059378,-0.03348993,-0.0636393,-0.40552363,-0.041818585,-0.062340617,-0.45736128,-0.048405427,A
0.0,0.0,0.0,0.07489547,-0.056624293,-0.03572531,0.123043776,-0.16738933,-0.043251187,0.10327965,-0.25549936,-0.04781892,0.05086699,-0.2911893,-0.05179323,0.06993887,-0.30840594,-0.012275456,0.08066639,-0.42762834,-0.030619483,0.078300595,-0.50130206,-0.04913724,0.07320732,-0.565865,-0.063268684,0.021464229,-0.31702077,-0.010535927,0.030708969,-0.4489025,-0.024817172,0.03075999,-0.5361334,-0.043052703,0.027908921,-0.60790116,-0.05707473,-0.021654427,-0.30056435,-0.014355458,-0.018809319,-0.4195101,-0.029320443,-0.016054839,-0.49550593,-0.04566014,-0.01663518,-0.5587646,-0.057725716,-0.065437645,-0.26375556,-0.022329902,-0.06435411,-0.34801298,-0.03588097,-0.061502263,-0.40395993,-0.04362178,-0.059745073,-0.4566618,-0.04970342,A
0.0,0.0,0.0,0.07514259,-0.055220485,-0.035028122,0.122649014,-0.1682182,-0.042158626,0.10114491,-0.2563209,-0.046273846,0.046602994,-0.28492445,-0.04989877,0.07147995,-0.30795416,-0.012307067,0.08083448,-0.42528847,-0.029524226,0.07900953,-0.49779987,-0.0471714,0.07454738,-0.56102085,-0.060874436,0.022451252,-0.31635207,-0.01087022,0.030838102,-0.4474178,-0.024165176,0.031897277,-0.5339583,-0.041274987,0.030189425,-0.60485667,-0.0545413,-0.021011263,-0.29922277,-0.014843351,-0.018258274,-0.41789207,-0.029211825,-0.014632642,-0.49442917,-0.044919726,-0.014273196,-0.5576698,-0.05647661,-0.06511669,-0.2617455,-0.022916153,-0.062938765,-0.34962618,-0.03625155,-0.059434295,-0.40663278,-0.04349099,-0.057420284,-0.4592154,-0.049183626,A
0.0,0.0,0.0,0.07540578,-0.05228901,-0.037557654,0.12222633,-0.16830206,-0.0445672,0.09453556,-0.2581656,-0.047858533,0.037047684,-0.28042042,-0.050432194,0.073142946,-0.3075932,-0.013218571,0.08287126,-0.42542928,-0.029475331,0.08043629,-0.49860066,-0.046728954,0.07488483,-0.5626526,-0.060377546,0.02432704,-0.3167658,-0.010119251,0.033337265,-0.44648892,-0.021936286,0.034136623,-0.5335525,-0.038047694,0.032006443,-0.6041769,-0.05084764,-0.018705875,-0.300269,-0.012697955,-0.01637268,-0.41823417,-0.025730586,-0.012960374,-0.49444908,-0.040692147,-0.013035119,-0.55590856,-0.051856555,-0.06253064,-0.26397187,-0.019783586,-0.06047997,-0.35093203,-0.032076832,-0.05744934,-0.40758342,-0.038824495,-0.05643171,-0.45860964,-0.044295195,A
0.0,0.0,0.0,0.076069236,-0.053112626,-0.036715332,0.1212776,-0.17205298,-0.04262609,0.09013891,-0.26125562,-0.044999402,0.03228709,-0.27856696,-0.046765786,0.07444742,-0.3112533,-0.011529052,0.08357504,-0.4278778,-0.026742898,0.08155689,-0.5010025,-0.043732464,0.07652885,-0.565871,-0.057599556,0.025709212,-0.31953254,-0.008783073,0.03439918,-0.44579214,-0.019447366,0.03537807,-0.53231,-0.035429265,0.033915877,-0.60421324,-0.04856902,-0.01705423,-0.30196953,-0.011718298,-0.014612347,-0.4178741,-0.023774827,-0.010079056,-0.49344146,-0.038896296,-0.008672893,-0.55554736,-0.050541688,-0.060642555,-0.26501286,-0.019200223,-0.058837384,-0.35089096,-0.030812785,-0.054688826,-0.40782678,-0.037719037,-0.05211392,-0.45972937,-0.04367453,A
0.0,0.0,0.0,0.07617989,-0.052749157,-0.0355393,0.12050477,-0.173724,-0.040849835,0.08739269,-0.26235092,-0.042771377,0.028563619,-0.27627552,-0.04429685,0.07455537,-0.31280574,-0.011709243,0.0835512,-0.4300019,-0.02640206,0.08149254,-0.50373495,-0.042923477,0.07610637,-0.56838393,-0.05652918,0.025776684,-0.32123488,-0.009774517,0.034955442,-0.44790345,-0.020029983,0.036274344,-0.535309,-0.035763204,0.034911245,-0.60700846,-0.048735417,-0.017002553,-0.30340898,-0.013351004,-0.014103025,-0.42035395,-0.025330894,-0.009295702,-0.49758282,-0.040853806,-0.007982433,-0.5597979,-0.05275972,-0.060508788,-0.26621336,-0.021287544,-0.058648273,-0.35369626,-0.032950554,-0.05463606,-0.41184896,-0.03987944,-0.052454412,-0.46348372,-0.045878112,A
0.0,0.0,0.0,0.07627219,-0.051020086,-0.037112504,0.120839894,-0.175825,-0.041825563,0.08595052,-0.26543754,-0.042796787,0.024139613,-0.2704255,-0.043235227,0.076494545,-0.31558204,-0.011115935,0.08514193,-0.4328525,-0.02431737,0.082854,-0.5072241,-0.040122945,0.07736039,-0.5720011,-0.05355287,0.027901083,-0.32357454,-0.008277409,0.035934806,-0.44938755,-0.01690376,0.03688243,-0.53746253,-0.03206394,0.03531915,-0.60987663,-0.044939894,-0.014782459,-0.30502838,-0.011151476,-0.012527108,-0.42067522,-0.021851175,-0.007890642,-0.49817738,-0.037547298,-0.0072145164,-0.56053144,-0.049795337,-0.05834183,-0.26761538,-0.018676953,-0.056498766,-0.35478437,-0.029439285,-0.05317092,-0.41338903,-0.036590047,-0.05217135,-0.46584058,-0.04304071,A
0.0,0.0,0.0,0.07445252,-0.052838087,-0.035879724,0.117438644,-0.1781094,-0.04005793,0.07930145,-0.26375407,-0.040799,0.017314076,-0.26461732,-0.041041464,0.07484701,-0.31869823,-0.00879358,0.082271844,-0.43587464,-0.020952815,0.07945889,-0.51014715,-0.036413692,0.07316616,-0.5753437,-0.049770214,0.025912136,-0.3257258,-0.006701441,0.034024417,-0.4503192,-0.014295185,0.03508103,-0.53846633,-0.029279307,0.033063114,-0.61168694,-0.04221054,-0.016563863,-0.30679697,-0.010320789,-0.014575928,-0.4211964,-0.019869717,-0.009370238,-0.49839747,-0.035250094,-0.00828734,-0.5606351,-0.047350235,-0.05983457,-0.2691822,-0.018607328,-0.058846176,-0.35758877,-0.028091751,-0.05453959,-0.4163528,-0.034376178,-0.052109927,-0.46834344,-0.040333647,A
0.0,0.0,0.0,0.07444173,-0.05340308,-0.035972808,0.11738396,-0.18025833,-0.040520243,0.076058686,-0.26868594,-0.041538846,0.012685806,-0.26929718,-0.04200375,0.07638103,-0.31874967,-0.009021584,0.0841513,-0.4364925,-0.02144453,0.08133671,-0.5104357,-0.036757197,0.07496491,-0.57491004,-0.050231475,0.027607113,-0.32721788,-0.007411618,0.035392553,-0.45329347,-0.015860166,0.0363203,-0.54124075,-0.03125111,0.033949047,-0.6134739,-0.04429698,-0.0148281455,-0.3081606,-0.011519527,-0.0128879845,-0.42555675,-0.023201436,-0.008070558,-0.5027114,-0.039838746,-0.008123428,-0.5647297,-0.052526712,-0.057946995,-0.26943135,-0.020069188,-0.056087196,-0.35637745,-0.03255009,-0.052179724,-0.4144574,-0.040576246,-0.051250637,-0.46620703,-0.04743123,A
0.0,0.0,0.0,0.07298547,-0.05625516,-0.03418971,0.114343524,-0.17914021,-0.03922105,0.069744796,-0.26150626,-0.041302305,0.007579893,-0.26217902,-0.042961422,0.07699683,-0.31970102,-0.008268748,0.083272755,-0.4385343,-0.021320973,0.07958835,-0.5127707,-0.036895283,0.072022825,-0.5771494,-0.050287493,0.02744481,-0.32738686,-0.007892174,0.034845024,-0.45389038,-0.016708573,0.035169154,-0.54273796,-0.032518957,0.031855404,-0.61583114,-0.045791786,-0.015311748,-0.3079728,-0.0130650755,-0.013235807,-0.42585218,-0.024125727,-0.00830704,-0.50282294,-0.040403463,-0.008321017,-0.5650127,-0.05282509,-0.05865881,-0.26807058,-0.022585902,-0.05769238,-0.35518032,-0.033862036,-0.053645596,-0.41361704,-0.04099488,-0.05213195,-0.4657929,-0.04718502,A
0.0,0.0,0.0,0.07207903,-0.056312144,-0.03453453,0.11150628,-0.1807726,-0.039507415,0.064145505,-0.26333666,-0.041385055,0.0017572641,-0.26542968,-0.042693917,0.074356586,-0.32001418,-0.007851951,0.081211686,-0.4384181,-0.020921849,0.07767609,-0.5122738,-0.03652208,0.06974277,-0.5767475,-0.049914923,0.025414705,-0.3270797,-0.007240183,0.032920957,-0.45341033,-0.016077124,0.033328563,-0.5418291,-0.031708717,0.029682219,-0.6151056,-0.04483046,-0.017023236,-0.30735087,-0.012318493,-0.015278995,-0.42455402,-0.024102554,-0.009841204,-0.5008785,-0.040252432,-0.009899318,-0.5625333,-0.052341465,-0.06049928,-0.26759368,-0.021732187,-0.05904287,-0.35579884,-0.0338135,-0.05478868,-0.4133061,-0.040744342,-0.053823054,-0.46413326,-0.04660062,A
0.0,0.0,0.0,0.07298234,-0.05341983,-0.034792885,0.111917704,-0.17751795,-0.039268278,0.06348732,-0.26077002,-0.04032862,0.0011794269,-0.2649526,-0.040735193,0.07695377,-0.32023305,-0.007297747,0.08187571,-0.43890107,-0.019479346,0.07782784,-0.5125712,-0.034416184,0.06974444,-0.5761335,-0.04739432,0.026084363,-0.32799456,-0.0059320875,0.032252252,-0.45447797,-0.014285812,0.032838672,-0.54133767,-0.029678693,0.030289799,-0.61226475,-0.042502582,-0.017503858,-0.30829924,-0.010277388,-0.01628983,-0.42504156,-0.022104507,-0.010010153,-0.50145245,-0.038761854,-0.008428574,-0.5625435,-0.051086865,-0.060909316,-0.26805884,-0.018867556,-0.05933982,-0.35585648,-0.03143376,-0.055603802,-0.41289836,-0.03895698,-0.054642737,-0.4632898,-0.045064054,A
